mr	output
"name[The Mill], eatType[coffee shop], food[Chinese], priceRange[high], area[city centre], near[The Sorrento]"	The Mill is a high priced coffee shop that serves chinese food in the city centre near The Sorrento.
"name[The Mill], eatType[coffee shop], food[Chinese], priceRange[high], area[riverside], near[The Sorrento]"	The Mill is a high priced coffee shop that serves chinese food in the riverside area near The Sorrento.
"name[The Mill], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[city centre], near[The Sorrento]"	The Mill is a coffee shop providing chinese food in the less than £20 price range. It is located in the city centre. It is near The Sorrento.
"name[The Mill], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[riverside], near[The Sorrento]"	The Mill is a coffee shop providing chinese food in the less than £20 price range. It is located in the riverside. It is near The Sorrento.
"name[The Mill], eatType[coffee shop], food[Chinese], priceRange[moderate], area[city centre], near[The Sorrento]"	The Mill is a moderately priced coffee shop serving chinese food in the city centre near The Sorrento.
"name[The Mill], eatType[coffee shop], food[Chinese], priceRange[moderate], area[riverside], near[The Sorrento]"	The Mill is a moderately priced coffee shop that serves chinese food in the riverside area near The Sorrento.
"name[The Mill], eatType[coffee shop], food[Chinese], priceRange[more than £30], area[riverside], near[The Sorrento]"	The Mill is a coffee shop that serves expensive chinese food in the riverside area near The Sorrento.
"name[The Mill], eatType[coffee shop], food[English], priceRange[£20-25], area[riverside], near[The Sorrento]"	The Mill is a coffee shop providing english food in the £20-25 price range. It is located in the riverside area near The Sorrento.
"name[The Mill], eatType[coffee shop], food[English], priceRange[cheap], area[riverside], near[The Sorrento]"	The Mill is a cheap coffee shop serving english food near The Sorrento in the riverside area.
"name[The Mill], eatType[coffee shop], food[English], priceRange[high], area[city centre], near[The Sorrento]"	The Mill is a coffee shop providing english food in the high price range. It is located in the city centre near The Sorrento.
"name[The Mill], eatType[coffee shop], food[English], priceRange[high], area[riverside], near[The Sorrento]"	The Mill is a high priced coffee shop located near The Sorrento.
"name[The Mill], eatType[coffee shop], food[English], priceRange[less than £20], area[city centre], near[The Sorrento]"	The Mill is a coffee shop providing english food in the less than £20 price range. It is located in the city centre near The Sorrento.
"name[The Mill], eatType[coffee shop], food[English], priceRange[less than £20], area[riverside], near[The Sorrento]"	The Mill is a cheap coffee shop located near The Sorrento.
"name[The Mill], eatType[coffee shop], food[English], priceRange[moderate], area[city centre], near[The Sorrento]"	The Mill is a moderately priced coffee shop serving english food in the city centre near The Sorrento.
"name[The Mill], eatType[coffee shop], food[English], priceRange[moderate], area[riverside], near[The Sorrento]"	The Mill is a moderately priced coffee shop located near The Sorrento.
"name[The Mill], eatType[coffee shop], food[English], priceRange[more than £30], area[riverside], near[The Sorrento]"	The Mill is a coffee shop that serves english food with a price range of more than £30. It is located in the riverside area near The Sorrento.
"name[The Phoenix], customer rating[1 out of 5], area[riverside]"	The Phoenix has a customer rating of 1 out of 5 and is in the riverside area.
"name[The Phoenix], customer rating[3 out of 5], area[riverside]"	The Phoenix in riverside has a customer rating of 3 out of 5.
"name[The Phoenix], customer rating[5 out of 5], area[city centre]"	The Phoenix in the city centre has a customer rating of 5 out of 5.
"name[The Phoenix], customer rating[5 out of 5], area[riverside]"	The Phoenix in the riverside area has a 5 out of 5 customer rating.
"name[The Phoenix], customer rating[average], area[city centre]"	The Phoenix in the city centre has an average customer rating.
"name[The Phoenix], customer rating[average], area[riverside]"	The Phoenix in riverside has an average customer rating.
"name[The Phoenix], customer rating[high], area[riverside]"	The Phoenix has a high customer rating in the riverside area.
"name[The Phoenix], customer rating[low], area[city centre]"	The Phoenix in the city centre has a low customer rating.
"name[The Phoenix], customer rating[low], area[riverside]"	The Phoenix is in the riverside area and has a low customer rating.
"name[The Punter], customer rating[1 out of 5], area[riverside], familyFriendly[yes]"	The Punter is a kid friendly restaurant in the riverside area with a customer rating of 1 out of 5.
"name[The Punter], customer rating[3 out of 5], area[riverside], familyFriendly[yes]"	The Punter is a kid friendly restaurant in the riverside area with a customer rating of 3 out of 5.
"name[The Punter], customer rating[5 out of 5], area[city centre], familyFriendly[no]"	The Punter is a 5 out of 5 rated restaurant located in the city centre. It is not family-friendly.
"name[The Punter], customer rating[5 out of 5], area[city centre], familyFriendly[yes]"	The Punter is a family-friendly restaurant in the city centre with a 5 out of 5 customer rating.
"name[The Punter], customer rating[5 out of 5], area[riverside], familyFriendly[no]"	The Punter is located in the riverside area. It is not family-friendly and has a customer rating of 5 out of 5.
"name[The Punter], customer rating[5 out of 5], area[riverside], familyFriendly[yes]"	The Punter is a family friendly restaurant in the riverside area with a 5 out of 5 customer rating.
"name[The Punter], customer rating[average], area[city centre], familyFriendly[no]"	The Punter in the city centre has an average customer rating and is not family-friendly.
"name[The Punter], customer rating[average], area[city centre], familyFriendly[yes]"	The Punter is a family-friendly restaurant in the city centre with an average customer rating.
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]"	The Punter is located in the riverside area. It has an average customer rating and is not family-friendly.
"name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]"	The Punter is a family friendly restaurant in the riverside area with an average customer rating.
"name[The Punter], customer rating[high], area[riverside], familyFriendly[yes]"	The Punter is a child friendly restaurant in the riverside area with a high customer rating.
"name[The Punter], customer rating[low], area[city centre], familyFriendly[no]"	The Punter in the city centre has a low customer rating and is not family-friendly.
"name[The Punter], customer rating[low], area[city centre], familyFriendly[yes]"	The Punter is a family-friendly restaurant in the city centre with a low customer rating.
"name[The Punter], customer rating[low], area[riverside], familyFriendly[no]"	The Punter is located in the riverside area. It has a low customer rating and is not family-friendly.
"name[The Punter], customer rating[low], area[riverside], familyFriendly[yes]"	The Punter is a family friendly restaurant in the riverside area with a low customer rating.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], familyFriendly[no], near[Café Sicilia]"	The Punter is a chinese coffee shop with a price range of £20-25. It has a high customer rating and is not kid friendly. It is located near Café Sicilia.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], familyFriendly[yes], near[Café Sicilia]"	The Punter is a coffee shop providing chinese food in the £20-25 price range. It is near Café Sicilia. Its customer rating is high.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], familyFriendly[no], near[Café Sicilia]"	The Punter is a cheap chinese coffee shop near Café Sicilia. It has a customer rating of 5 out of 5 and is not family friendly.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], familyFriendly[yes], near[Café Sicilia]"	The Punter is a family friendly coffee shop serving cheap chinese food near Café Sicilia. It has a customer rating of 5 out of 5.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], familyFriendly[no], near[Café Sicilia]"	The Punter is a cheap chinese coffee shop near Café Sicilia. It has an average customer rating and is not family friendly.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], familyFriendly[yes], near[Café Sicilia]"	The Punter is a cheap, family friendly coffee shop serving chinese food near Café Sicilia. It has an average customer rating.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], familyFriendly[no], near[Café Sicilia]"	The Punter is a high priced chinese coffee shop located near Café Sicilia. It is not child friendly and has a customer rating of 1 out of 5.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], familyFriendly[yes], near[Café Sicilia]"	The Punter is a coffee shop providing chinese food in the high price range. It is near Café Sicilia. Its customer rating is 1 out of 5.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], familyFriendly[no], near[Café Sicilia]"	The Punter is a high priced chinese coffee shop near Café Sicilia. It has an average customer rating and is not child friendly.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], familyFriendly[yes], near[Café Sicilia]"	The Punter is a coffee shop providing chinese food in the high price range. It is near Café Sicilia. Its customer rating is average.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], familyFriendly[no], near[Café Sicilia]"	The Punter is a low-priced chinese coffee shop located near Café Sicilia. It has a low customer rating and is not family friendly.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], familyFriendly[yes], near[Café Sicilia]"	The Punter is a family friendly coffee shop that serves chinese food for less than £20. It has a low customer rating and is located near Café Sicilia.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], familyFriendly[no], near[Café Sicilia]"	The Punter is a moderately priced chinese coffee shop near Café Sicilia. It has a customer rating of 1 out of 5 and is not kid friendly.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], familyFriendly[yes], near[Café Sicilia]"	The Punter is a coffee shop providing chinese food in the moderate price range. It is near Café Sicilia. Its customer rating is 1 out of 5.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], familyFriendly[no], near[Café Sicilia]"	The Punter is a moderately priced chinese coffee shop near Café Sicilia. It has a customer rating of 3 out of 5 and is not kid friendly.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], familyFriendly[yes], near[Café Sicilia]"	The Punter is a kid friendly coffee shop that serves moderately priced chinese food. It has a customer rating of 3 out of 5 and is located near Café Sicilia.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], familyFriendly[no], near[Café Sicilia]"	The Punter is a chinese coffee shop near Café Sicilia. It has a high customer rating and a price range of more than £30. It is not children friendly.
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], familyFriendly[yes], near[Café Sicilia]"	The Punter is a coffee shop providing chinese food in the more than £30 price range. It is near Café Sicilia. Its customer rating is high.
"name[The Punter], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], familyFriendly[no], near[Café Sicilia]"	The Punter is a coffee shop near Café Sicilia that serves english food with a price range of £20-25. It has a high customer rating and is not kid friendly.
"name[The Punter], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], familyFriendly[yes], near[Café Sicilia]"	The Punter is a kid friendly coffee shop serving english food near Café Sicilia. It has a high customer rating and a price range of £20-25.
"name[The Punter], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], familyFriendly[no], near[Café Sicilia]"	The Punter is a cheap english coffee shop near Café Sicilia. It has a customer rating of 5 out of 5 and is not family-friendly.
"name[The Punter], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], familyFriendly[yes], near[Café Sicilia]"	The Punter is a family friendly coffee shop serving cheap english food near Café Sicilia with a customer rating of 5 out of 5.
"name[The Punter], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], familyFriendly[no], near[Café Sicilia]"	The Punter is a cheap english coffee shop near Café Sicilia. It has an average customer rating and is not family-friendly.
"name[The Punter], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], familyFriendly[yes], near[Café Sicilia]"	The Punter is a cheap, family friendly coffee shop near Café Sicilia. It has an average customer rating.
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], familyFriendly[no], near[Café Sicilia]"	The Punter is a high priced coffee shop serving english food near Café Sicilia. It has a customer rating of 1 out of 5 and is not child friendly.
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], familyFriendly[yes], near[Café Sicilia]"	The Punter is a children friendly coffee shop near Café Sicilia that serves english food. It has a high price range and a customer rating of 1 out of 5.
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[average], familyFriendly[no], near[Café Sicilia]"	The Punter is a high priced coffee shop serving english food near Café Sicilia. It has an average customer rating and is not child friendly.
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[average], familyFriendly[yes], near[Café Sicilia]"	The Punter is an expensive, family friendly coffee shop near Café Sicilia that serves english food. It has an average customer rating.
"name[The Punter], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], familyFriendly[no], near[Café Sicilia]"	The Punter is a coffee shop providing english food in the less than £20 price range. It is located near Café Sicilia. It is not family-friendly and has a low customer rating.
"name[The Punter], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], familyFriendly[yes], near[Café Sicilia]"	The Punter is a family friendly coffee shop serving english food near Café Sicilia. It has a low customer rating and a price range of less than £20.
"name[The Punter], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], familyFriendly[no], near[Café Sicilia]"	The Punter is a moderately priced coffee shop serving english food near Café Sicilia. It has a customer rating of 1 out of 5 and is not kid friendly.
"name[The Punter], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], familyFriendly[yes], near[Café Sicilia]"	The Punter is a moderately priced coffee shop near Café Sicilia that serves english food. It is kid friendly and has a customer rating of 1 out of 5.
"name[The Punter], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], familyFriendly[no], near[Café Sicilia]"	The Punter is a moderately priced coffee shop serving english food near Café Sicilia. It has a customer rating of 3 out of 5 and is not kid friendly.
"name[The Punter], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], familyFriendly[yes], near[Café Sicilia]"	The Punter is a moderately priced coffee shop near Café Sicilia that serves english food. It is kid friendly and has a customer rating of 3 out of 5.
"name[The Wrestlers], customer rating[1 out of 5], familyFriendly[yes]"	The Wrestlers has a customer rating of 1 out of 5 and is kid friendly.
"name[The Wrestlers], customer rating[1 out of 5], familyFriendly[yes], near[The Sorrento]"	The Wrestlers is a kid friendly restaurant near The Sorrento with a customer rating of 1 out of 5.
"name[The Wrestlers], customer rating[3 out of 5], familyFriendly[yes]"	The Wrestlers has a customer rating of 3 out of 5 and is kid friendly.
"name[The Wrestlers], customer rating[3 out of 5], familyFriendly[yes], near[The Sorrento]"	The Wrestlers is a kid friendly restaurant near The Sorrento with a customer rating of 3 out of 5.
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[no]"	The Wrestlers has a 5 out of 5 customer rating and is not family-friendly.
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[no], near[The Sorrento]"	The Wrestlers is located near The Sorrento. It has a customer rating of 5 out of 5 and is not family-friendly.
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[yes]"	The Wrestlers has a 5 out of 5 customer rating and is family friendly.
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[yes], near[The Sorrento]"	The Wrestlers is a family friendly restaurant near The Sorrento with a 5 out of 5 customer rating.
"name[The Wrestlers], customer rating[average], familyFriendly[no]"	The Wrestlers is not family-friendly and has an average customer rating.
"name[The Wrestlers], customer rating[average], familyFriendly[no], near[The Sorrento]"	The Wrestlers is near The Sorrento. It is not family-friendly and has an average customer rating.
"name[The Wrestlers], customer rating[average], familyFriendly[yes]"	The Wrestlers is a family friendly place with an average customer rating.
"name[The Wrestlers], customer rating[average], familyFriendly[yes], near[The Sorrento]"	The Wrestlers is a family friendly place near The Sorrento with an average customer rating.
"name[The Wrestlers], customer rating[high], familyFriendly[yes]"	The Wrestlers has a high customer rating and is child friendly.
"name[The Wrestlers], customer rating[high], familyFriendly[yes], near[The Sorrento]"	The Wrestlers is a highly rated, child friendly restaurant near The Sorrento.
"name[The Wrestlers], customer rating[low], familyFriendly[no]"	The Wrestlers is not family-friendly and has a low customer rating.
"name[The Wrestlers], customer rating[low], familyFriendly[no], near[The Sorrento]"	The Wrestlers is near The Sorrento. It has a low customer rating and is not family-friendly.
"name[The Wrestlers], customer rating[low], familyFriendly[yes]"	The Wrestlers is a family friendly restaurant with a low customer rating.
"name[The Wrestlers], customer rating[low], familyFriendly[yes], near[The Sorrento]"	The Wrestlers is a family friendly restaurant near The Sorrento with a low customer rating.
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a kid friendly coffee shop serving chinese food in the £20-25 price range. It is located in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a cheap, family friendly chinese coffee shop in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a high priced chinese coffee shop located in the city centre near Raja Indian Cuisine. It is not children friendly.
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a children friendly coffee shop serving high priced chinese food in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a high priced chinese coffee shop in the riverside area near Raja Indian Cuisine. It is not children friendly.
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a children friendly coffee shop serving chinese food in the high price range. It is located in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a coffee shop providing chinese food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine. Its no children feel allowed.
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a family friendly coffee shop serving chinese food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a coffee shop providing chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine. Its no children feel allowed.
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a family friendly coffee shop serving chinese food in the less than £20 price range. It is located in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced chinese coffee shop located in the city centre near Raja Indian Cuisine. It is not kid friendly.
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced, kid friendly chinese coffee shop located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced chinese coffee shop in the riverside area near Raja Indian Cuisine. It is not kid friendly.
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a kid friendly coffee shop that serves moderately priced chinese food in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a coffee shop providing chinese food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a kid friendly coffee shop serving english food in the £20-25 price range. It is located in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a cheap family friendly coffee shop serving english food in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a coffee shop serving english food in the high price range. It is located in the city centre near Raja Indian Cuisine. It is not child friendly.
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a children friendly coffee shop serving english food in the high price range. It is located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a coffee shop providing english food in the high price range. It is located in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a children friendly coffee shop serving english food in the high price range. It is located in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a coffee shop providing english food in the less than £20 price range. It is located in the city centre. It is not family-friendly. It is located near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a family-friendly coffee shop serving english food in the price range of less than £20. It is located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a coffee shop providing english food in the less than £20 price range. It is located in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a family friendly coffee shop located near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced english coffee shop near Raja Indian Cuisine in the city centre. It is not kid friendly.
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a kid friendly coffee shop serving english food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced english coffee shop near Raja Indian Cuisine in the riverside area. It is not kid friendly.
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced family friendly coffee shop located near Raja Indian Cuisine.
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a children friendly coffee shop serving english food in the riverside area near Raja Indian Cuisine. The price range is more than £30.
"name[Travellers Rest Beefeater], customer rating[1 out of 5], area[riverside], near[Raja Indian Cuisine]"	Travellers Rest Beefeater has a customer rating of 1 out of 5 and is located in the riverside area near Raja Indian Cuisine.
"name[Travellers Rest Beefeater], customer rating[3 out of 5], area[riverside], near[Raja Indian Cuisine]"	Travellers Rest Beefeater is located in the riverside area near Raja Indian Cuisine. It has a customer rating of 3 out of 5.
"name[Travellers Rest Beefeater], customer rating[5 out of 5], area[city centre], near[Raja Indian Cuisine]"	Travellers Rest Beefeater has a customer rating of 5 out of 5 and is located in the city centre near Raja Indian Cuisine.
"name[Travellers Rest Beefeater], customer rating[5 out of 5], area[riverside], near[Raja Indian Cuisine]"	Travellers Rest Beefeater has a 5 out of 5 customer rating and is in the riverside area near Raja Indian Cuisine.
"name[Travellers Rest Beefeater], customer rating[average], area[city centre], near[Raja Indian Cuisine]"	Travellers Rest Beefeater is located in the city centre near Raja Indian Cuisine. It has an average customer rating.
"name[Travellers Rest Beefeater], customer rating[average], area[riverside], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine in the riverside area, Travellers Rest Beefeater has an average customer rating.
"name[Travellers Rest Beefeater], customer rating[high], area[riverside], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine in the riverside area is a highly rated place called Travellers Rest Beefeater.
"name[Travellers Rest Beefeater], customer rating[low], area[city centre], near[Raja Indian Cuisine]"	Travellers Rest Beefeater is located in the city centre near Raja Indian Cuisine and has a low customer rating.
"name[Travellers Rest Beefeater], customer rating[low], area[riverside], near[Raja Indian Cuisine]"	Travellers Rest Beefeater has a low customer rating and is located in the riverside area near Raja Indian Cuisine.
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], near[Ranch]"	Wildwood is a coffee shop providing chinese food in the £20-25 price range. It is near Ranch. Its customer rating is high.
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], near[Ranch]"	Wildwood is a cheap coffee shop serving chinese food near Ranch. It has a customer rating of 5 out of 5.
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], near[Ranch]"	Wildwood is a cheap chinese coffee shop near Ranch. It has an average customer rating.
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], near[Ranch]"	Wildwood is a coffee shop providing chinese food in the high price range. It is near Ranch. Its customer rating is 1 out of 5.
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], near[Ranch]"	Wildwood is a chinese coffee shop located near Ranch. It has a high price range and an average customer rating.
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], near[Ranch]"	Wildwood is a coffee shop providing chinese food in the less than £20 price range. It is near Ranch. Its customer rating is low.
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], near[Ranch]"	Wildwood is a coffee shop providing chinese food in the moderate price range. It is near Ranch. Its customer rating is 1 out of 5.
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], near[Ranch]"	Wildwood is a coffee shop providing chinese food in the moderate price range. It is near Ranch. Its customer rating is 3 out of 5.
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], near[Ranch]"	Wildwood is a coffee shop providing chinese food in the more than £30 price range. It is near Ranch. Its customer rating is high.
"name[Wildwood], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], near[Ranch]"	Wildwood is a coffee shop providing english food in the £20-25 price range. It is near Ranch. Its customer rating is high.
"name[Wildwood], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], near[Ranch]"	Wildwood is a cheap coffee shop serving english food near Ranch. It has a customer rating of 5 out of 5.
"name[Wildwood], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], near[Ranch]"	Wildwood is a cheap coffee shop serving english food near Ranch. It has an average customer rating.
"name[Wildwood], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], near[Ranch]"	Wildwood is a high priced coffee shop that serves english food. It is located near Ranch and has a customer rating of 1 out of 5.
"name[Wildwood], eatType[coffee shop], food[English], priceRange[high], customer rating[average], near[Ranch]"	Wildwood is a high priced coffee shop located near Ranch. It has an average customer rating.
"name[Wildwood], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], near[Ranch]"	Wildwood is a low-priced coffee shop located near Ranch. It has a low customer rating.
"name[Wildwood], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], near[Ranch]"	Wildwood is a moderately priced coffee shop with a customer rating of 1 out of 5. It is located near Ranch.
"name[Wildwood], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], near[Ranch]"	Wildwood is a moderately priced coffee shop near Ranch. It serves english food and has a customer rating of 3 out of 5.
